20040528	516000	520000	510000	520000
20040531	517000	518000	499500	506000
20040601	508000	517000	506000	515000
20040602	510000	511000	499000	502000
20040603	503000	507000	473500	473500
20040604	475000	481500	467000	481000
20040607	492000	497000	488500	496000
20040608	505000	507000	496000	498000
20040609	504000	505000	480500	483000
20040610	475000	479000	465000	468000
20040611	468000	468500	433000	436500
20040614	430000	444000	426500	428500
20040615	430000	438500	421000	438500
20040616	440000	451500	434500	436000
20040617	439500	442000	429000	442000
20040618	435000	444000	428000	435500
20040621	440000	449000	437000	446000
20040622	442000	444500	435500	444000
20040623	450000	454000	443500	449000
20040624	462000	472500	459000	469500
20040625	474500	483000	471500	482000
20040628	480000	480000	464500	468000
20040629	460000	473500	458000	471000
20040630	474500	479500	469500	477000
20040701	476000	477500	464500	465000
20040702	455000	455000	441000	444000
20040705	444000	446500	433500	443000
20040706	436500	446500	436500	441000
20040707	425000	437000	420000	437000
20040708	427000	432000	419500	420000
20040709	418000	425500	417500	424000
20040712	426000	429500	422000	423000
20040713	426500	433500	422000	433500
20040714	429500	432500	416500	418000
20040715	416000	419000	399500	408500
20040716	404000	423000	399500	423000
20040719	415000	427500	414000	426500
20040720	419000	423000	417000	417000
20040721	426500	431500	425000	429500
20040722	417500	418500	413500	417500
20040723	417000	421500	415500	418000
20040726	410000	420500	410000	418000
20040727	414000	421000	410000	420000
20040728	427000	429500	421000	423000
20040729	415500	418000	410000	411000
20040730	416500	419500	414000	417000
20040802	417500	417500	408000	408000
20040803	410000	415000	409000	413000
20040804	405500	413000	403000	413000
20040805	413000	423500	410500	423000
20040806	415000	426000	414000	419500
20040809	408000	419000	408000	419000
20040810	417000	425500	416500	424000
20040811	428000	430500	425500	425500
20040812	423000	431000	421500	431000
20040813	431000	440000	426000	438000
20040816	436000	438000	426500	430000
20040817	435000	436000	425500	425500
20040818	429500	432000	422500	430000
20040819	434500	442000	434000	441500
20040820	439500	439500	433500	434000
20040823	437000	439500	431000	438000
20040824	439000	447000	434500	445000
20040825	446000	453000	443000	451000
20040826	455000	459000	453500	456000
20040827	456000	460000	454000	458500
20040830	458500	462500	455500	458000
20040831	451000	454000	446500	451000
20040901	451000	457000	447500	453000
20040902	452000	456000	448000	452000
20040903	446000	448000	436500	436500
20040906	435000	436500	428500	433500
20040907	434000	437000	432000	434000
20040908	434000	440000	433500	433500
20040909	433500	440000	431000	439000
20040910	442000	459500	438000	457500
20040913	463500	475000	462000	475000
20040914	487000	488000	481000	483500
20040915	477500	485000	477000	478000
20040916	471000	486000	469000	480000
20040917	480000	482000	468500	469500
20040920	468500	476500	467000	469000
20040921	473000	474500	469000	474000
20040922	475000	479000	462500	462500
20040923	458000	460000	454500	460000
20040924	456000	461500	454000	459000
20040930	453000	459000	453000	458000
20041001	458000	463500	456000	461000
20041004	471000	490000	471000	490000
20041005	493000	493000	484000	488000
20041006	489500	501000	485000	494500
20041007	491000	494500	482000	488000
20041008	483000	487500	474500	476500
20041011	470500	472500	465500	466500
20041012	464000	464000	446000	446000
20041013	447000	451000	446500	449000
20041014	448000	448000	437000	444000
20041015	441000	446500	436500	437000
20041018	432000	436000	428000	432500
20041019	440000	443500	436000	438500
20041020	431000	439000	427500	428500
20041021	428500	436000	427500	429000
20041022	435000	441500	434000	437500
20041025	433000	433000	424500	428000
20041026	429500	433500	429000	430000
20041027	433500	435000	424500	429000
20041028	441000	442500	434000	439500
20041029	438000	440000	432500	439500
20041101	437500	441000	433000	439500
20041102	436000	443000	436000	440000
20041103	442000	455000	441000	455000
20041104	456000	456500	448000	448000
20041105	452000	454000	449500	452500
20041108	458500	458500	440000	440000
20041109	434500	437500	430000	431000
20041110	432000	439000	432000	439000
20041111	439000	443000	435500	437000
20041112	449000	451000	443500	448500
20041115	453000	460000	452500	456500
20041116	459000	460000	455000	455500
20041117	456000	462500	455500	461500
20041118	465000	469500	460000	463500
20041119	460000	466000	449500	454000
20041122	442000	445500	436500	440000
20041123	445000	445500	438000	441000
20041124	438000	442000	434000	439500
20041125	440000	444500	438000	441000
20041126	438500	446000	431500	433000
20041129	429000	431000	423500	426000
20041130	427000	435000	425500	434500
20041201	428500	430500	424500	429000
20041202	436000	438000	427000	428500
20041203	433000	434000	423000	426000
20041206	425000	425000	418000	418000
20041207	414500	418500	410500	411000
20041208	405500	419500	403000	419500
20041209	417000	420500	410000	413000
20041210	411000	412000	404500	406000
20041213	400000	403500	399000	402000
20041214	402000	413500	402000	412500
20041215	418000	428500	418000	428500
20041216	433500	444000	432000	440000
20041217	441000	444500	435500	444000
20041220	437000	446000	437000	445000
20041221	446000	447000	440000	446000
20041222	448500	449500	442000	442500
20041223	445000	446000	432000	434500
20041224	434500	435000	430000	433000
20041227	433000	437500	431500	437500
20041228	436000	438000	431500	436000
20041229	434000	444500	433500	444500
20041230	443000	451000	443000	450500
20050103	452500	453000	446000	451000
20050104	450000	451000	446000	447000
20050105	440000	443000	436500	443000
20050106	439000	445500	435000	435000
20050107	441000	441500	435500	440500
20050110	442000	442000	437500	438000
20050111	438000	442000	433500	442000
20050112	443500	444000	440000	442000
20050113	442000	447000	441000	444000
20050114	440000	474000	439500	471500
20050117	490000	494500	482500	492500
20050118	490000	490500	484500	486000
20050119	486000	488500	479000	480000
20050120	480000	485000	475500	480000
20050121	475000	486000	475000	486000
20050124	482500	488000	477500	488000
20050125	480000	485000	479000	483500
20050126	485000	493500	484500	490500
20050127	495000	495000	490500	492000
20050128	491500	491500	480000	489000
20050131	488000	495000	484000	495000
20050201	495000	498500	491500	491500
20050202	491500	494000	486500	490500
20050203	486000	497000	486000	496000
20050204	494000	498500	493000	495500
20050207	506000	512000	503000	510000
20050211	505000	509000	501000	506000
20050214	513000	522000	510000	517000
20050215	520000	521000	511000	519000
20050216	522000	531000	518000	520000
20050217	517000	522000	515000	517000
20050218	518000	527000	514000	527000
20050221	530000	532000	524000	528000
20050222	528000	529000	518000	522000
20050223	514000	516000	509000	511000
20050224	510000	520000	507000	519000
20050225	524000	529000	521000	522000
20050228	530000	531000	521000	527000
20050302	525000	528000	517000	517000
20050303	515000	526000	512000	519000
20050304	517000	517000	508000	510000
20050307	515000	515000	500000	507000
20050308	507000	508000	500000	502000
20050309	499000	500000	491500	500000
20050310	503000	508000	499500	499500
20050311	507000	519000	504000	519000
20050314	513000	516000	508000	510000
20050315	512000	514000	499000	502000
20050316	499000	504000	495500	503000
20050317	493000	498500	492000	496000
20050318	493000	498000	493000	495000
20050321	491500	499000	490000	492000
20050322	493000	501000	489500	496000
20050323	493000	499500	491500	498500
20050324	501000	506000	497500	503000
20050325	505000	506000	500000	505000
20050328	510000	511000	507000	510000
20050329	510000	511000	500000	502000
20050330	494000	499500	494000	498000
20050331	506000	507000	501000	502000
20050401	502000	516000	500000	512000
20050404	512000	517000	510000	517000
20050406	518000	520000	510000	518000
20050407	518000	520000	515000	518000
20050408	524000	525000	520000	522000
20050411	522000	522000	516000	517000
20050412	516000	520000	513000	520000
20050413	518000	520000	516000	518000
20050414	513000	514000	502000	502000
20050415	500000	502000	489000	491500
20050418	473500	481500	472000	476000
20050419	477000	480000	474000	474000
20050420	478500	483000	469000	470000
20050421	462000	470000	457500	466000
20050422	475000	476000	467000	467000
20050425	462000	474500	462000	474500
20050426	474500	474500	471000	471000
20050427	463000	467000	461000	464000
20050428	463000	463500	457000	460000
20050429	452000	456500	449500	452000
20050502	456000	458000	450000	455500
20050503	455000	461500	452500	455000
20050504	455000	467000	455000	464500
20050506	466500	475500	466500	474000
20050509	475000	477500	470500	475000
20050510	478000	479500	475500	477000
20050511	475000	475500	471500	472000
20050512	474000	480000	474000	475000
20050513	475000	485000	472000	481500
20050516	485000	490000	484000	488000
20050517	490000	493000	483500	489500
20050518	494500	495000	489000	489500
20050519	493000	501000	492500	498500
20050520	499500	502000	495000	498500
20050523	496000	498500	494500	498000
20050524	496500	498500	493000	495000
20050525	493500	496500	483500	484500
20050526	481500	485000	479500	482000
20050527	490000	493000	486500	490000
20050530	490000	494000	490000	493500
20050531	492500	494000	486500	489000
20050601	483500	489500	483000	489000
20050602	495000	495500	487500	487500
20050603	488000	491500	485500	488000
20050607	484000	485000	480000	480500
20050608	478000	481000	475000	477500
20050609	475500	480000	471500	480000
20050610	480000	494500	477000	491500
20050613	491500	499500	491500	498000
20050614	498000	501000	494000	496500
20050615	496500	500000	494500	500000
20050616	500000	502000	497000	498500
20050617	499000	499500	491500	493500
20050620	493500	494000	489500	490500
20050621	490500	491500	486000	488000
20050622	488000	494000	487000	493000
20050623	493000	499000	492000	498000
20050624	496000	496000	489000	491000
20050627	489000	489000	483000	488500
20050628	488500	490500	485500	489500
20050629	490000	492500	488000	490000
20050630	490000	498000	490000	494000
20050701	494000	501000	493000	501000
20050704	505000	509000	501000	503000
20050705	504000	507000	500000	502000
20050706	503000	507000	503000	504000
20050707	504000	519000	504000	516000
20050708	517000	522000	516000	516000
20050711	525000	535000	525000	533000
20050712	540000	548000	537000	541000
20050713	543000	547000	539000	547000
20050714	549000	551000	547000	547000
20050715	548000	550000	539000	542000
20050718	543000	552000	541000	549000
20050719	550000	562000	549000	561000
20050720	562000	567000	555000	558000
20050721	565000	568000	558000	563000
20050722	559000	560000	546000	552000
20050725	552000	557000	552000	555000
20050726	556000	558000	547000	551000
20050727	552000	559000	548000	551000
20050728	552000	566000	552000	560000
20050729	566000	566000	560000	565000
20050801	566000	569000	561000	569000
20050802	570000	571000	562000	568000
20050803	575000	577000	568000	568000
20050804	568000	569000	560000	566000
20050805	561000	561000	548000	553000
20050808	552000	552000	543000	551000
20050809	551000	553000	545000	550000
20050810	555000	562000	553000	555000
20050811	555000	570000	555000	567000
20050812	569000	579000	569000	578000
20050816	578000	582000	569000	572000
20050817	566000	572000	560000	572000
20050818	572000	573000	553000	555000
20050819	555000	556000	549000	553000
20050822	553000	570000	553000	563000
20050823	564000	569000	560000	562000
20050824	562000	563000	549000	556000
20050825	553000	555000	544000	552000
20050826	552000	556000	549000	549000
20050829	542000	542000	536000	540000
20050830	544000	548000	533000	541000
20050831	534000	546000	534000	544000
20050901	549000	552000	547000	549000
20050902	549000	557000	548000	554000
20050905	558000	563000	555000	561000
20050906	563000	576000	563000	569000
20050907	576000	582000	576000	579000
20050908	585000	593000	580000	587000
20050909	585000	591000	583000	589000
20050912	594000	600000	589000	589000
20050913	590000	610000	589000	606000
20050914	605000	615000	602000	613000
20050915	605000	619000	604000	607000
20050916	604000	606000	588000	593000
20050920	600000	603000	592000	593000
20050921	596000	606000	595000	601000
20050922	593000	600000	592000	600000
20050923	592000	599000	583000	585000
20050926	586000	600000	586000	597000
20050927	598000	599000	590000	593000
20050928	590000	600000	587000	598000
20050929	594000	599000	590000	590000
20050930	594000	600000	588000	588000
20051004	590000	607000	590000	602000
20051005	604000	614000	598000	601000
20051006	595000	595000	585000	586000
20051007	578000	588000	576000	581000
20051010	584000	597000	583000	593000
20051011	588000	599000	587000	599000
20051012	593000	594000	577000	578000
20051013	571000	574000	558000	562000
20051014	565000	572000	560000	562000
20051017	560000	569000	560000	563000
20051018	564000	569000	563000	565000
20051019	560000	561000	550000	550000
20051020	560000	561000	552000	556000
20051021	550000	566000	549000	564000
20051024	566000	571000	561000	567000
20051025	572000	578000	564000	565000
20051026	562000	566000	559000	563000
20051027	563000	568000	556000	558000
20051028	549000	551000	545000	546000
20051031	549000	555000	548000	552000
20051101	560000	568000	559000	564000
20051102	564000	580000	564000	575000
20051103	588000	592000	585000	587000
20051104	597000	600000	593000	599000
20051107	602000	603000	591000	600000
20051108	600000	603000	597000	603000
20051109	601000	607000	596000	601000
20051110	601000	607000	599000	605000
20051111	617000	624000	614000	618000
20051114	621000	629000	616000	626000
20051115	626000	629000	611000	621000
20051116	616000	630000	616000	630000
20051117	627000	628000	619000	624000
20051118	625000	630000	619000	627000
20051121	632000	632000	612000	621000
20051122	611000	612000	587000	590000
20051123	600000	613000	599000	607000
20051124	618000	618000	605000	608000
20051125	608000	611000	596000	600000
20051128	600000	603000	596000	601000
20051129	598000	602000	588000	594000
20051130	593000	604000	593000	598000
20051201	596000	608000	595000	606000
20051202	620000	623000	614000	617000
20051205	622000	625000	618000	622000
20051206	619000	631000	617000	630000
20051207	630000	645000	624000	641000
20051208	635000	640000	626000	633000
20051209	628000	631000	613000	622000
20051212	622000	628000	617000	618000
20051213	621000	623000	613000	618000
20051214	622000	627000	608000	609000
20051215	609000	616000	601000	609000
20051216	606000	606000	593000	602000
20051219	607000	614000	602000	608000
20051220	603000	614000	602000	612000
20051221	614000	635000	614000	628000
20051222	635000	647000	631000	634000
20051223	642000	652000	636000	645000
20051226	650000	663000	649000	654000
20051227	659000	664000	648000	662000
20051228	658000	663000	655000	661000
20051229	660000	670000	657000	659000
20060102	664000	668000	656000	659000
20060103	660000	666000	656000	665000
20060104	675000	700000	673000	699000
20060105	695000	695000	671000	679000
20060106	685000	688000	679000	687000
20060109	695000	697000	683000	688000
20060110	695000	701000	688000	698000
20060111	693000	698000	679000	683000
20060112	684000	692000	681000	684000
20060113	677000	694000	668000	694000
20060116	700000	707000	696000	706000
20060117	707000	721000	697000	697000
20060118	685000	689000	673000	680000
20060119	682000	695000	680000	689000
20060120	702000	708000	685000	687000
20060123	677000	695000	671000	685000
20060124	683000	700000	680000	698000
20060125	709000	720000	705000	714000
20060126	714000	718000	705000	716000
20060127	720000	724000	713000	720000
20060131	723000	741000	719000	740000
20060201	735000	743000	723000	730000
20060202	738000	739000	720000	725000
20060203	718000	718000	702000	704000
20060206	700000	706000	693000	706000
20060207	709000	730000	706000	706000
20060208	700000	709000	685000	690000
20060209	696000	697000	687000	691000
20060210	692000	696000	679000	687000
20060213	686000	687000	668000	678000
20060214	670000	677000	663000	673000
20060215	678000	678000	654000	654000
20060216	651000	657000	646000	656000
20060217	661000	674000	660000	673000
20060220	668000	684000	667000	683000
20060221	682000	683000	670000	672000
20060222	669000	679000	663000	670000
20060223	671000	684000	671000	681000
20060224	678000	682000	675000	681000
20060227	678000	691000	677000	691000
20060228	694000	698000	683000	687000
20060302	696000	700000	684000	686000
20060303	682000	684000	650000	652000
20060306	656000	658000	649000	658000
20060307	650000	652000	627000	629000
20060308	615000	626000	608000	623000
20060309	616000	629000	611000	615000
20060310	614000	632000	614000	620000
20060313	629000	632000	624000	632000
20060314	628000	632000	619000	624000
20060315	629000	637000	628000	629000
20060316	637000	641000	631000	632000
20060317	629000	640000	622000	637000
20060320	639000	640000	628000	638000
20060321	638000	640000	630000	635000
20060322	625000	627000	609000	614000
20060323	614000	619000	604000	608000
20060324	608000	612000	605000	609000
20060327	605000	629000	605000	624000
20060328	616000	630000	616000	628000
20060329	621000	626000	615000	626000
20060330	632000	634000	618000	623000
20060331	620000	630000	618000	630000
20060403	636000	648000	632000	646000
20060404	646000	656000	643000	653000
20060405	655000	661000	645000	648000
20060406	659000	666000	653000	657000
20060407	658000	660000	648000	654000
20060410	645000	649000	637000	642000
20060411	637000	640000	626000	636000
20060412	632000	633000	626000	630000
20060413	626000	638000	625000	638000
20060414	638000	664000	635000	655000
20060417	660000	661000	645000	648000
20060418	648000	660000	644000	655000
20060419	673000	675000	663000	665000
20060420	665000	672000	661000	663000
20060421	670000	697000	667000	690000
20060424	690000	690000	670000	673000
20060425	658000	672000	653000	660000
20060426	660000	668000	654000	668000
20060427	668000	670000	658000	664000
20060428	662000	662000	643000	644000
20060502	644000	651000	632000	649000
20060503	649000	656000	639000	639000
20060504	639000	647000	635000	645000
20060508	655000	662000	651000	655000
20060509	658000	668000	657000	661000
20060510	661000	665000	652000	657000
20060511	657000	663000	653000	663000
20060512	660000	660000	641000	655000
20060515	646000	650000	639000	650000
20060516	648000	650000	637000	641000
20060517	642000	660000	642000	653000
20060518	638000	644000	633000	641000
20060519	642000	644000	631000	638000
20060522	638000	640000	623000	624000
20060523	615000	633000	611000	630000
20060524	630000	634000	615000	629000
20060525	629000	631000	615000	616000
20060526	626000	632000	617000	620000
20060529	622000	627000	620000	622000
20060530	622000	624000	612000	612000
20060601	607000	616000	601000	606000
20060602	611000	618000	606000	614000
20060605	618000	619000	610000	613000
20060607	596000	605000	596000	599000
20060608	599000	599000	575000	575000
20060609	578000	583000	573000	575000
20060612	576000	576000	563000	572000
20060613	560000	561000	548000	549000
20060614	544000	561000	541000	553000
20060615	564000	564000	553000	553000
20060616	576000	577000	565000	571000
20060619	571000	576000	561000	564000
20060620	563000	566000	552000	556000
20060621	556000	564000	555000	556000
20060622	565000	572000	560000	565000
20060623	565000	571000	561000	568000
20060626	570000	585000	570000	582000
20060627	585000	590000	583000	583000
20060628	575000	580000	571000	580000
20060629	585000	592000	584000	590000
20060630	607000	609000	602000	603000
20060703	607000	611000	604000	605000
20060704	611000	612000	601000	601000
20060705	585000	605000	585000	603000
20060706	593000	600000	590000	598000
20060707	601000	606000	600000	601000
20060710	594000	607000	589000	606000
20060711	594000	612000	594000	608000
20060712	606000	612000	599000	608000
20060713	600000	609000	595000	600000
20060714	587000	591000	582000	584000
20060718	576000	584000	576000	582000
20060719	580000	588000	580000	580000
20060720	594000	598000	590000	598000
20060721	591000	597000	590000	597000
20060724	587000	594000	583000	588000
20060725	596000	602000	594000	598000
20060726	598000	604000	596000	599000
20060727	599000	605000	594000	604000
20060728	600000	604000	597000	600000
20060731	610000	614000	608000	608000
20060801	609000	615000	605000	605000
20060802	603000	614000	602000	609000
20060803	618000	619000	610000	610000
20060804	612000	617000	612000	615000
20060807	619000	619000	604000	606000
20060808	605000	617000	605000	615000
20060809	615000	623000	609000	616000
20060810	616000	620000	609000	614000
20060811	617000	622000	607000	607000
20060814	610000	611000	600000	605000
20060816	618000	622000	614000	618000
20060817	630000	647000	629000	644000
20060818	650000	665000	647000	658000
20060821	660000	668000	655000	657000
20060822	648000	658000	648000	658000
20060823	654000	658000	644000	646000
20060824	639000	641000	631000	637000
20060825	642000	651000	639000	646000
20060828	650000	652000	643000	643000
20060829	652000	661000	650000	660000
20060830	660000	661000	649000	652000
20060831	654000	662000	650000	650000
20060901	652000	657000	649000	653000
20060904	662000	662000	655000	656000
20060905	656000	660000	652000	657000
20060906	658000	658000	651000	654000
20060907	646000	651000	643000	649000
20060908	644000	650000	644000	647000
20060911	647000	649000	633000	633000
20060912	638000	642000	629000	632000
20060913	640000	645000	637000	642000
20060914	642000	655000	641000	655000
20060915	653000	658000	651000	656000
20060918	657000	679000	657000	673000
20060919	673000	678000	671000	672000
20060920	663000	669000	659000	667000
20060921	674000	677000	664000	665000
20060922	658000	661000	652000	654000
20060925	650000	658000	648000	650000
20060926	654000	658000	646000	651000
20060927	655000	663000	655000	659000
20060928	662000	672000	660000	668000
20060929	669000	672000	661000	664000
20061002	659000	669000	659000	665000
20061004	659000	660000	647000	648000
20061009	652000	657000	625000	642000
20061010	642000	650000	640000	640000
20061011	635000	644000	633000	640000
20061012	636000	645000	634000	636000
20061013	645000	648000	642000	644000
20061016	652000	658000	646000	650000
20061017	650000	651000	642000	647000
20061018	641000	644000	636000	642000
20061019	645000	648000	632000	636000
20061020	635000	638000	629000	631000
20061023	631000	631000	620000	625000
20061024	630000	633000	623000	626000
20061025	624000	631000	621000	625000
20061026	627000	634000	625000	629000
20061027	629000	629000	616000	620000
20061030	617000	619000	607000	609000
20061031	607000	616000	603000	611000
20061101	618000	620000	613000	615000
20061102	614000	619000	611000	614000
20061103	617000	620000	609000	611000
20061106	609000	610000	599000	605000
20061107	615000	615000	605000	609000
20061108	615000	621000	615000	615000
20061109	620000	631000	618000	631000
20061110	628000	632000	626000	629000
20061113	636000	640000	633000	639000
20061114	648000	650000	644000	647000
20061115	655000	662000	653000	662000
20061116	676000	676000	657000	657000
20061117	658000	658000	653000	654000
20061120	656000	656000	647000	652000
20061121	653000	656000	648000	650000
20061122	647000	660000	647000	660000
20061123	663000	665000	651000	654000
20061124	654000	656000	646000	652000
20061127	647000	650000	639000	642000
20061128	631000	637000	630000	630000
20061129	628000	637000	628000	629000
20061130	636000	644000	635000	638000
20061201	640000	645000	639000	640000
20061204	643000	646000	637000	641000
20061205	648000	651000	638000	638000
20061206	638000	640000	629000	635000
20061207	629000	635000	625000	626000
20061208	617000	618000	608000	611000
20061211	610000	612000	602000	604000
20061212	606000	610000	599000	600000
20061213	600000	609000	600000	602000
20061214	603000	614000	600000	614000
20061215	614000	615000	607000	608000
20061218	610000	615000	608000	610000
20061219	610000	614000	608000	610000
20061220	609000	620000	609000	616000
20061221	619000	620000	613000	615000
20061222	612000	614000	608000	610000
20061226	609000	611000	602000	606000
20061227	611000	614000	604000	612000
20061228	616000	619000	610000	613000
20070102	620000	627000	616000	625000
20070103	627000	628000	611000	611000
20070104	611000	612000	603000	607000
20070105	608000	609000	595000	595000
20070108	592000	594000	579000	582000
20070109	587000	594000	582000	586000
20070110	582000	584000	575000	578000
20070111	579000	588000	578000	582000
20070112	590000	606000	585000	603000
20070115	612000	615000	607000	612000
20070116	615000	615000	611000	613000
20070117	610000	610000	597000	602000
20070118	599000	599000	589000	595000
20070119	588000	588000	579000	585000
20070122	585000	593000	583000	591000
20070123	591000	600000	588000	596000
20070124	600000	604000	599000	601000
20070125	606000	608000	602000	603000
20070126	600000	600000	587000	587000
20070129	590000	591000	577000	578000
20070130	582000	586000	575000	583000
20070131	585000	585000	575000	579000
20070201	576000	584000	576000	580000
20070202	583000	591000	580000	587000
20070205	589000	590000	583000	586000
20070206	585000	588000	583000	587000
20070207	588000	589000	580000	586000
20070208	588000	590000	580000	581000
20070209	579000	586000	579000	585000
20070212	580000	580000	569000	572000
20070213	569000	571000	560000	562000
20070214	567000	573000	567000	567000
20070215	581000	582000	569000	574000
20070216	578000	592000	574000	590000
20070220	595000	602000	588000	600000
20070221	602000	612000	600000	606000
20070222	606000	612000	602000	602000
20070223	603000	604000	590000	593000
20070226	587000	589000	579000	583000
20070227	586000	586000	575000	581000
20070228	558000	570000	558000	567000
20070302	561000	572000	559000	566000
20070305	562000	572000	561000	563000
20070306	565000	579000	565000	569000
20070307	575000	576000	565000	570000
20070308	570000	582000	567000	574000
20070309	583000	589000	580000	586000
20070312	590000	602000	590000	602000
20070313	604000	604000	593000	600000
20070314	586000	588000	580000	584000
20070315	585000	592000	584000	586000
20070316	586000	593000	581000	589000
20070319	587000	590000	582000	587000
20070320	585000	587000	575000	579000
20070321	581000	585000	575000	579000
20070322	585000	589000	582000	582000
20070323	584000	586000	576000	580000
20070326	582000	585000	578000	584000
20070327	582000	583000	577000	580000
20070328	580000	580000	570000	572000
20070329	565000	574000	564000	569000
20070330	569000	569000	562000	563000
20070402	564000	571000	564000	566000
20070403	567000	578000	566000	574000
20070404	583000	597000	581000	595000
20070405	601000	603000	591000	593000
20070406	596000	598000	584000	587000
20070409	590000	590000	583000	584000
20070410	584000	589000	576000	578000
20070411	584000	601000	583000	599000
20070412	597000	604000	594000	604000
20070413	604000	610000	595000	601000
20070416	599000	603000	593000	593000
20070417	596000	599000	588000	593000
20070418	590000	591000	581000	583000
20070419	581000	582000	568000	569000
20070420	574000	578000	571000	573000
20070423	578000	584000	570000	570000
20070424	574000	577000	568000	571000
20070425	576000	578000	562000	564000
20070426	570000	581000	570000	580000
20070427	581000	587000	573000	580000
20070430	580000	583000	569000	574000
20070502	570000	580000	570000	575000
20070503	578000	581000	573000	574000
20070504	574000	578000	574000	576000
20070507	580000	587000	578000	587000
20070508	588000	593000	579000	582000
20070509	580000	586000	574000	580000
20070510	585000	586000	575000	575000
20070511	575000	577000	569000	573000
20070514	575000	578000	570000	574000
20070515	574000	575000	569000	573000
20070516	569000	574000	569000	570000
20070517	569000	573000	562000	566000
20070518	560000	561000	548000	554000
20070521	547000	558000	546000	552000
20070522	556000	567000	556000	565000
20070523	566000	568000	559000	562000
20070525	550000	557000	550000	552000
20070528	550000	551000	546000	548000
20070529	546000	547000	535000	537000
20070530	537000	537000	525000	532000
20070531	536000	542000	532000	535000
20070601	546000	559000	543000	556000
20070604	566000	578000	563000	572000
20070605	575000	582000	569000	571000
20070607	559000	570000	559000	569000
20070608	562000	576000	561000	572000
20070611	578000	585000	572000	578000
20070612	572000	583000	572000	578000
20070613	575000	577000	567000	573000
20070614	580000	581000	573000	581000
20070615	578000	579000	571000	574000
20070618	580000	590000	576000	589000
20070619	594000	594000	583000	585000
20070620	587000	588000	574000	577000
20070621	586000	592000	579000	589000
20070622	596000	601000	588000	591000
20070625	588000	597000	585000	588000
20070626	591000	593000	583000	588000
20070627	584000	586000	579000	581000
20070628	581000	585000	575000	578000
20070629	578000	579000	566000	566000
20070702	558000	567000	558000	565000
20070703	572000	575000	568000	571000
20070704	573000	584000	572000	578000
20070705	587000	593000	582000	591000
20070706	603000	632000	599000	627000
20070709	638000	649000	633000	643000
20070710	639000	647000	629000	629000
